iter	RMSE
245	0.004157210202
246	0.00415670436
247	0.004155538545
248	0.00415311176
249	0.004152533381
250	0.004151876675
251	0.004151372668
252	0.004149592854
253	0.004148483095
254	0.004147025987
255	0.004145555195
256	0.004144535314
257	0.004143591312
258	0.004143180422
259	0.004142272912
260	0.00414123622
261	0.004139727462
262	0.004139290729
263	0.004138292407
264	0.004136924781
265	0.004135105503
266	0.00413388627
267	0.004133059662
268	0.00413247083
269	0.004131581481
270	0.004130898984
271	0.004130088608
272	0.004128761405
273	0.004128144595
274	0.004126822911
275	0.004126373261
276	0.004125895354
277	0.004124333838
278	0.004123497177
279	0.004123112738
280	0.004121380555
281	0.004120313616
282	0.004118145238
283	0.004116487827
284	0.004115481297
285	0.004114408498
286	0.004113323533
287	0.004112460703
288	0.004110750543
289	0.004109369524
290	0.004108075863
291	0.004107584394
292	0.004106273629
293	0.00410538246
294	0.004105032954
295	0.004103842954
296	0.004103532587
297	0.004100263888
298	0.004098665033
299	0.004098225353
300	0.004097109666
301	0.004095628617
302	0.004094208376
303	0.004093259431
304	0.004092651702
305	0.004091259637
306	0.004090272291
307	0.00408925416
308	0.004088341615
309	0.004087854981
310	0.004086784307
311	0.004086312666
312	0.004084099778
313	0.004082488339
314	0.004081504707
315	0.004080856664
316	0.004079833908
317	0.004078877539
318	0.004077557138
319	0.004076737679
320	0.004076296112
321	0.004075288038
322	0.004074129988
323	0.00407334163
324	0.004072350825
325	0.004071389375
326	0.004069557477
327	0.004068503657
328	0.004067961622
329	0.004067676892
330	0.004067027815
331	0.004066159272
332	0.004065325636
333	0.004064529279
334	0.004064211256
335	0.004062561694
336	0.004062262385
337	0.004061338154
338	0.004060174803
339	0.004059082852
340	0.004058403413
341	0.004055864508
342	0.004054837044
343	0.00405436205
344	0.00405412197
345	0.004053706408
346	0.004053347565
347	0.004052547755
348	0.004051577526
349	0.004050856776
350	0.00405036028
351	0.004048868612
352	0.004046951082
353	0.004046149157
354	0.004045175894
355	0.00404491568
356	0.004044280355
357	0.004042973951
358	0.004041327836
359	0.004040582368
360	0.004039224825
361	0.004038772821
362	0.00403810291
363	0.004037110243
364	0.004036748387
365	0.004036474138
366	0.0040356496
367	0.004033396094
368	0.004031908478
369	0.004030899128
370	0.004030304868
371	0.004029294623
372	0.004028577861
373	0.004027861437
374	0.004027010867
375	0.004026081888
376	0.004025561447
377	0.004023787073
378	0.004022918914
379	0.004022214989
380	0.004021307479
381	0.00402084226
382	0.00401997254
383	0.004019315091
384	0.004018507477
385	0.004017821434
386	0.004016982692
387	0.004016294494
388	0.004015031812
389	0.004013738553
390	0.004012128154
391	0.004011941529
392	0.004011330322
393	0.004010728882
394	0.004009905496
395	0.004009468101
396	0.004008973193
397	0.004008214362
398	0.00400802887
399	0.004007737159
400	0.00400716134
401	0.004006536768
402	0.004006323546
403	0.004005764227
404	0.00400500792
405	0.004004355704
406	0.004003492242
407	0.004001548546
408	0.004000051685
409	0.003999880774
410	0.003998897821
411	0.003997995738
412	0.003997697633
413	0.003997419031
414	0.0039961303
415	0.003995283591
416	0.003994700374
417	0.003993930181
418	0.003993328175
419	0.00399247735
420	0.003992258543
421	0.003991238319
422	0.003990712339
423	0.003990427065
424	0.003989824384
425	0.003989297674
426	0.003988747305
427	0.003988057328
428	0.003987368689
429	0.003986885119
430	0.003986448871
431	0.003985965516
432	0.003985810874
433	0.003985489264
434	0.003984972831
435	0.00398438481
436	0.003983700235
437	0.003982909807
438	0.003982084279
439	0.003980978914
440	0.003980172944
441	0.003979623129
442	0.003979438014
443	0.003978280554
444	0.003977641901
445	0.003977391702
446	0.003976645111
447	0.003976171377
448	0.003975528212
449	0.003975216932
450	0.003974632942
451	0.003974327083
452	0.003973727361
453	0.00397349701
454	0.003973160557
455	0.003972581225
456	0.003972177859
457	0.003971272132
458	0.003970813977
459	0.003969596476
460	0.00396922168
461	0.003968459803
462	0.00396742401
463	0.003967127203
464	0.003966802307
465	0.003966421742
466	0.003965843087
467	0.00396534617
468	0.003964963794
469	0.003963819338
470	0.003962934385
471	0.003962680694
472	0.003962115806
473	0.003960978648
474	0.003960598467
475	0.003960292265
476	0.003958675473
477	0.003958021338
478	0.003957823933
479	0.003957317349
480	0.003956810592
481	0.003956558405
482	0.003955978812
483	0.003955261303
484	0.003954518325
485	0.003953996824
486	0.003953339573
487	0.003953126661
488	0.003952447113
489	0.003952204064
490	0.00395169493
491	0.003950988422
492	0.003949694421
493	0.003949493204
494	0.003948813589
495	0.003948463779
496	0.003948193166
497	0.003947601708
498	0.003946876648
499	0.003945908303
500	0.003944903051
501	0.003944630744
502	0.003944300173
503	0.003944049017
504	0.003943822685
505	0.003943706353
506	0.003943020259
507	0.003942199771
508	0.003941820421
509	0.003941115087
510	0.003940374463
511	0.003940147427
512	0.003939499242
513	0.003938532471
514	0.003938374124
515	0.003937675395
516	0.003936252471
517	0.003935357486
518	0.003935080645
519	0.003934400786
520	0.003933799251
521	0.003933103539
522	0.003932712888
523	0.003932297352
524	0.00393207075
525	0.003930784043
526	0.003930243801
527	0.003929856707
528	0.003929205123
529	0.003928144214
530	0.003927499787
531	0.003927385089
532	0.003926818192
533	0.003926344182
534	0.003925634225
535	0.003925236898
536	0.003924785656
537	0.003924380284
538	0.003923381157
539	0.003922502229
540	0.003921994169
541	0.003921926754
542	0.003921591581
543	0.003920425625
544	0.003919974269
545	0.003919444842
546	0.003918720765
547	0.003918386591
548	0.003917354811
549	0.003916444228
550	0.003915898505
551	0.003915308241
552	0.003914714058
553	0.003914448858
554	0.003913374663
